fund,category,proposal,overall_score,votes_cast,yes,no,result,meets_approval_threshold,requested,status,reason_for_not_funded_status,challenge,unnamed:_6,unnamed:_4,unnamed:_2,fund_depletion,requested_$,unnamed:_1,unnamed:_3,reason_for_not_approved_status,requested_ada,abstain,unnamed:_5,fund_size:,approve
Fund10,Developer Ecosystem - The Evolu,"Crypto magazine published by Japanese polular Publisher ""Futaba-Sha""",,670,437061473,213078345,223983128,YES,,FUNDED,,,,,,3852302,,,,,250000,,,,
Fund10,Developer Ecosystem - The Evolu,"Exhibit Largest Blockchain EXPO(JP): Cardano is hardly recognized in Japan. Therefore, we will exhibit at one of the largest trade shows to raise awareness and encourage developers to enter the market. 日本でカルダノは未だ認知不足の為、最大級の展示会に出展し多くの参加者を巻き込み開発を促進します。",,487,335505180,112944002,222561178,YES,,FUNDED,,,,,,3585278,,,,,267024,,,,
Fund10,Developer Ecosystem - The Evolu,Marlowe Runtime SDKs,,475,346771258,125925245,220846013,YES,,FUNDED,,,,,,3430992,,,,,154286,,,,
Fund10,Developer Ecosystem - The Evolu,Plug-and-play Smart Contract API: a game-changing platform to deploy open-source contracts instantly,,355,245215169,38263236,206951933,YES,,FUNDED,,,,,,3240326,,,,,190666,,,,
Fund10,Developer Ecosystem - The Evolu,Marlowe - Decentralized Oracle Integration,,533,325020946,125273978,199746968,YES,,FUNDED,,,,,,3004612,,,,,235714,,,,
Fund10,Developer Ecosystem - The Evolu,Anastasia Labs - Open Source Production Grade DApps,,293,240476908,42107522,198369386,YES,,FUNDED,,,,,,2869112,,,,,135500,,,,
Fund10,Developer Ecosystem - The Evolu,"Sorbet Wallet Debugger, by Sundae Labs",,412,273088591,87071953,186016638,YES,,FUNDED,,,,,,2669112,,,,,200000,,,,
Fund10,Developer Ecosystem - The Evolu,Winter Protocol: Open-Source Traceability & Real World Asset Tokenization,,531,286610888,108672373,177938515,YES,,FUNDED,,,,,,2469112,,,,,200000,,,,
Fund10,Developer Ecosystem - The Evolu,Onboard Japanese Big IP holders onto Cardano space and Build an IP Certification system on the Cardano blockchain,,451,286117565,126929427,159188138,YES,,FUNDED,,,,,,2177822,,,,,291290,,,,
Fund10,Developer Ecosystem - The Evolu,Spectrum Network | Security Audit,,556,239235314,110125300,129110014,YES,,FUNDED,,,,,,1667677,,,,,510145,,,,
Fund10,Developer Ecosystem - The Evolu,Spectrum Network | Testing Protocol at Scale,,478,222471068,101753625,120717443,YES,,FUNDED,,,,,,1384033,,,,,283644,,,,
Fund10,Developer Ecosystem - The Evolu,Help NMKR to continue operations & develop NFT Infrastructure,,465,214584884,127643195,86941689,YES,,FUNDED,,,,,,784033,,,,,600000,,,,
Fund10,Developer Ecosystem - The Evolu,Fixing Nintendo's Problem: Unlocking a Multi-million Dollar NFC/NFT Authentication Market for the Cardano Ecosystem with Open-Source [Cardano Warriors + dcSpark],,449,207895725,128727408,79168317,YES,,FUNDED,,,,,,296938,,,,,487095,,,,
Fund10,Developer Ecosystem - The Evolu,OpShin Core - Developing Python Smart Contracts,,414,174367443,95418103,78949340,YES,,FUNDED,,,,,,253738,,,,,43200,,,,
Fund10,Developer Ecosystem - The Evolu,Socious: Decentralized Escrow and Dispute Resolution,,427,193104576,118721369,74383207,YES,,NOT FUNDED,Over Budget,,,,,253738,,,,,345714,,,,
Fund10,Developer Ecosystem - The Evolu,plu-ts Typescript smart-contracts - road to production,,442,199065022,130756619,68308403,YES,,NOT FUNDED,Over Budget,,,,,253738,,,,,566890,,,,
Fund10,Developer Ecosystem - The Evolu,Open-Source Blockfrost Deployment Images,,172,126161820,58314600,67847220,YES,,FUNDED,,,,,,130738,,,,,123000,,,,
Fund10,Developer Ecosystem - The Evolu,Blockfrost multi-provider transaction submit plugin,,347,168835719,101967976,66867743,YES,,NOT FUNDED,Over Budget,,,,,130738,,,,,160000,,,,
Fund10,Developer Ecosystem - The Evolu,Staking Basket Bot - Incentivizing Cardano's Decentralization,,214,103219756,44651456,58568300,YES,,NOT FUNDED,Over Budget,,,,,130738,,,,,225000,,,,
Fund10,Developer Ecosystem - The Evolu,Introducing Cardano Laboratory: A Development and Testing Environment for Cardano,,426,176701719,119133087,57568632,YES,,NOT FUNDED,Over Budget,,,,,130738,,,,,398000,,,,
Fund10,Developer Ecosystem - The Evolu,Stoa Smart Contract - User Account NFTs,,190,94366912,64060243,30306669,YES,,NOT FUNDED,Over Budget,,,,,130738,,,,,224000,,,,
Fund10,Developer Ecosystem - The Evolu,Development of a Cardano DApp and extensive documentation of each step along the way,,148,77072415,53259434,23812981,YES,,FUNDED,,,,,,110738,,,,,20000,,,,
Fund10,Developer Ecosystem - The Evolu,Profile & Project Account NFTs,,198,94990422,75615078,19375344,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,293000,,,,
Fund10,Developer Ecosystem - The Evolu,Watch Wallet for Cardano,,141,76297910,61494528,14803382,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,42784,,,,
Fund10,Developer Ecosystem - The Evolu,Socious: Extended Quadratic Funding for Open Source Projects,,384,158612037,144395242,14216795,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,496286,,,,
Fund10,Developer Ecosystem - The Evolu,Finalize Helios,,324,111811611,104355986,7455625,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,416100,,,,
Fund10,Developer Ecosystem - The Evolu,Mesh: Support Teams Building Cardano dApps with MESH JS SDK (A comprehensive open-source SDK for building dApps on Cardano),,231,103753208,96309996,7443212,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,150000,,,,
Fund10,Developer Ecosystem - The Evolu,Cardano Kubernetes Orchestra: A decentralized end-to-end blockchain indexer API for Cardano,,311,119673189,115456096,4217093,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,157666,,,,
Fund10,Developer Ecosystem - The Evolu,Build on Maestro - Grants to sponsor projects building exciting products on Maestro's dApp platform,,249,93390595,103997102,-10606507,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,171666,,,,
Fund10,Developer Ecosystem - The Evolu,Wolfram Blockchain Integration Framework - Enabling Simultaneous Access to Blockchain Ecosystems,,354,121180306,132659398,-11479092,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,580900,,,,
Fund10,Developer Ecosystem - The Evolu,Project-Based Documentation for the Open-Source Andamio Platform,,193,104045769,134850996,-30805227,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,319036,,,,
Fund10,Developer Ecosystem - The Evolu,Threshold Signatures for Cardano Wallets,,196,59143638,93494149,-34350511,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,54780,,,,
Fund10,Developer Ecosystem - The Evolu,Cardano Events in Ukraine 20 cities - with the goal to invite more devs to the ecosystem,,169,9113367,49921583,-40808216,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,111100,,,,
Fund10,Developer Ecosystem - The Evolu,Cardano Smart Contracts with Helios (2nd Edition),,176,55161233,97542020,-42380787,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,36000,,,,
Fund10,Developer Ecosystem - The Evolu,A complete end-to-end example for dApp development with Lucid + Aiken,,163,62240786,105718956,-43478170,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,70000,,,,
Fund10,Developer Ecosystem - The Evolu,"Translation, localization and implementation of the Gimbalabs' Plutus Project-based learning program.",,221,66988616,112584311,-45595695,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,340590,,,,
Fund10,Developer Ecosystem - The Evolu,"🎧💠🧿 DAOGEN.ai: Building Open-Source AI Agent Infrastructure, Stimulating New Methods of Developer and General Education 🧿💠🎧",,232,80637139,128251874,-47614735,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,231894,,,,
Fund10,Developer Ecosystem - The Evolu,Make NFTCDN Free To Use,,348,101864108,154329867,-52465759,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,699000,,,,
Fund10,Developer Ecosystem - The Evolu,NuNet: Decentralized GPU Splitting on software level // Splitting large scale compute work into small containers optimized for deployment on decentralized hardware is a necessary component of any decentralized system.,,376,77394592,132250558,-54855966,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,369400,,,,
Fund10,Developer Ecosystem - The Evolu,Advancing Community Governance Tooling on Andamio,,179,73273738,128815812,-55542074,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,109400,,,,
Fund10,Developer Ecosystem - The Evolu,"MLabs x FluxusNetwork, risk mitigation for investments for Cardano projects",,224,85783172,143627804,-57844632,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,412000,,,,
Fund10,Developer Ecosystem - The Evolu,Advancing Plutus PBL and Cultivating African Youth Skills through Wada Hubs,,234,77225836,141874716,-64648880,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,420000,,,,
Fund10,Developer Ecosystem - The Evolu,Online Training Platform for Developers and Freelancers on Cardano,,227,63879167,128633885,-64754718,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,195913,,,,
Fund10,Developer Ecosystem - The Evolu,eUTxO Fundamentals: Building Cardano Smart Contracts [eBook],,218,48672193,114132530,-65460337,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,95000,,,,
Fund10,Developer Ecosystem - The Evolu,Graphic Tx Builder and Viewer,,149,36399951,102262801,-65862850,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,90000,,,,
Fund10,Developer Ecosystem - The Evolu,"[C2VN]: ""Together Learning Haskell/Plutus in native language"" Club",,225,68923112,139145441,-70222329,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,46480,,,,
Fund10,Developer Ecosystem - The Evolu,Nurturing Roots in Africa: The Evolution (Education),,254,76047498,147801191,-71753693,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,450000,,,,
Fund10,Developer Ecosystem - The Evolu,Onboarding Python developers to Cardano,,184,40724356,119861270,-79136914,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,47857,,,,
Fund10,Developer Ecosystem - The Evolu,Wada Ghana Resource Center. Empowering African Youth in Web3 and Cardano Blockchain Development.,,216,64634415,143817045,-79182630,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,412950,,,,
Fund10,Developer Ecosystem - The Evolu,"NuNet: Decentralized GPU Clusters - Research & PoC // Massive GPU computing power is scattered across gamers, miners and individual computer users; Proposal includes research and building a PoC for combining these resources into virtual GPU clusters.",,311,58593652,138081369,-79487717,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,307500,,,,
Fund10,Developer Ecosystem - The Evolu,Automation and Scaling of current funded Catalyst Developer Mentorship Program using Andamio learning management system and Cardano Blockchain capabilities,,161,52373456,131910314,-79536858,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,244520,,,,
Fund10,Developer Ecosystem - The Evolu,"Open-Source Wallet Link for Cardano, Ethereum, Polygon, and other blockchains: Enabling Cross-Chain Rewards and Interaction",,193,24814918,104444366,-79629448,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,54000,,,,
Fund10,Developer Ecosystem - The Evolu,Python Based Open Source Permissionless Marketplace and Documentation,,161,23651805,106943759,-83291954,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,125000,,,,
Fund10,Developer Ecosystem - The Evolu,Open Source Python Tool for Linkage Finance Smart Contract Interaction,,209,41000409,125206684,-84206275,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,21000,,,,
Fund10,Developer Ecosystem - The Evolu,Cyber security & Cardano. Collaboration between a world leader in cyber security and the Cardano ecosystem. This collaboration will be essential to be able to offer Cardano technology to international corporations.,,160,46151391,132434658,-86283267,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,87500,,,,
Fund10,Developer Ecosystem - The Evolu,Gimbalabs Plutus Project-Based Learning: Student Contributor Treasury,,195,26866290,113615101,-86748811,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,25000,,,,
Fund10,Developer Ecosystem - The Evolu,"Web3 NFT Tokengated for eCommerces, Sites, Landing Pages & Conversion Pages - Bringing eCommerce to the Cardano blockchain",,269,53395600,142203722,-88808122,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,244643,,,,
Fund10,Developer Ecosystem - The Evolu,Project Community Verification - NFTPass,,138,24920672,114114154,-89193482,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,73920,,,,
Fund10,Developer Ecosystem - The Evolu,Hydra as a B2B layer for DeFi- a white paper and a MVP,,270,45720637,136987448,-91266811,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,274000,,,,
Fund10,Developer Ecosystem - The Evolu,AdaWealth: Permissionless Fund Creation and Investment on Cardano,,142,39725155,131053963,-91328808,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,74889,,,,
Fund10,Developer Ecosystem - The Evolu,Development of Cardano Index API,,196,37802456,129229906,-91427450,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,20500,,,,
Fund10,Developer Ecosystem - The Evolu,Haskell Book Translation - The Way to Migrate Developers to Cardano From Other Chains,,174,22525629,115161584,-92635955,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,18000,,,,
Fund10,Developer Ecosystem - The Evolu,"Fluxion - An Efficient, Flexible and Decentralized Custom Query Solution for Cardano",,350,36582468,131059472,-94477004,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,246153,,,,
Fund10,Developer Ecosystem - The Evolu,ADAByte: Byte-sized Programming Tutorials,,153,18374964,113312416,-94937452,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,50000,,,,
Fund10,Developer Ecosystem - The Evolu,Venture Capital deal flow: Connect investors with companies building on Cardano. Establish a deal flow process that will make it easier for investors to see the opportunities within the ecosystem.,,146,29397402,124876513,-95479111,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,72050,,,,
Fund10,Developer Ecosystem - The Evolu,"Connecting Tech 2 Business. Promoting Cardano tech startups to business customers for sales, pilot or market feedback.",,145,7884518,106466682,-98582164,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,58850,,,,
Fund10,Developer Ecosystem - The Evolu,[C2VN]: Cardano developer club in Universities,,251,44493085,144178967,-99685882,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,142033,,,,
Fund10,Developer Ecosystem - The Evolu,"Fundraising support. Workshops, one on one sessions and a final pitch event for investors.",,148,6150605,107954651,-101804046,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,65450,,,,
Fund10,Developer Ecosystem - The Evolu,ARTIFICIAL INTELLIGENCE Open Source ML/DApps,,213,25735133,127775998,-102040865,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,198499,,,,
Fund10,Developer Ecosystem - The Evolu,Cardano For the M₳sses - Vietnamese Book for Vietnamese Devs,,199,33884474,136443414,-102558940,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,54659,,,,
Fund10,Developer Ecosystem - The Evolu,DEMU Protocol | Phase 3 - Music Rights Management,,362,47107736,149854584,-102746848,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,661519,,,,
Fund10,Developer Ecosystem - The Evolu,Sense - Smart contract Analyzer,,146,20381150,123807247,-103426097,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,75431,,,,
Fund10,Developer Ecosystem - The Evolu,Add Fresh Engineering and Science Graduates to Developer Ecosystem,,136,3757790,107490478,-103732688,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,94000,,,,
Fund10,Developer Ecosystem - The Evolu,"Cardano Developers Community in Kolkata, India",,179,25091725,129683581,-104591856,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,98400,,,,
Fund10,Developer Ecosystem - The Evolu,Cardano Hackathon in Argentina II,,190,24917346,130043817,-105126471,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,100000,,,,
Fund10,Developer Ecosystem - The Evolu,Unlocking Potential: Making Cardano the Go-To Choice for Developers.,,155,8233507,113454597,-105221090,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,94500,,,,
Fund10,Developer Ecosystem - The Evolu,10 Marlowe templates - Marlowe has launched the mainnet. Now anyone can become a Cardano smart contracts developer,,212,20298595,125537703,-105239108,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,139375,,,,
Fund10,Developer Ecosystem - The Evolu,"To address the scarcity of development tools and resources for Helios, a functional Domain-Specific Language (DSL) implemented in Javascript, my proposal is to enhance it by incorporating additional templates, examples, videos, docs and tests.",,126,5589372,111101508,-105512136,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,70500,,,,
Fund10,Developer Ecosystem - The Evolu,MeetProposer-Bright Up Developer's Ideas,,163,5932766,111878968,-105946202,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,73176,,,,
Fund10,Developer Ecosystem - The Evolu,9 Minutes to Million: Catalyst Project - Where Developer Dreams Flourish,,138,3377540,109771774,-106394234,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,108162,,,,
Fund10,Developer Ecosystem - The Evolu,[C2VN]: Project Catalyst 360 events for Universities,,202,12926681,120027474,-107100793,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,54880,,,,
Fund10,Developer Ecosystem - The Evolu,Incorporating Cardano blockchain into student scientific research projects,,160,23815808,131345941,-107530133,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,111267,,,,
Fund10,Developer Ecosystem - The Evolu,Cardano-Africa French Community,,148,19058393,126789510,-107731117,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,95485,,,,
Fund10,Developer Ecosystem - The Evolu,"Building bridges between Cardano, universities, and the private sector in Chile",,208,21770218,129708969,-107938751,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,100000,,,,
Fund10,Developer Ecosystem - The Evolu,Mafoc: a composable chain indexer framework,,137,5008765,113361709,-108352944,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,190000,,,,
Fund10,Developer Ecosystem - The Evolu,Developer Studio,,152,11685138,120136582,-108451444,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,85867,,,,
Fund10,Developer Ecosystem - The Evolu,"Bring Cardano Blockchain Certified Associate, Gimbalabs Plutus Project-Based Learning(PPBL) and Catalyst School to developers",,170,17506861,126525374,-109018513,NO,,NOT FUNDED,Approval Threshold,,,,,110738,,,,,182400,,,,
