fund,category,proposal,yes,no,votes_cast,requested amount,status,overall_score
Fund9,Developer Ecosystem,Catalyst School Fund 10 Operations,62254086,23521997,459,9250,NOT FUNDED,4.79
Fund9,Developer Ecosystem,Open Smart Contract Library,60141802,22050214,366,14650,NOT FUNDED,4.67
Fund9,Developer Ecosystem,Cardano developer courseware in Uni,62484844,25980942,349,46120,NOT FUNDED,4.72
Fund9,Developer Ecosystem,Keeping Up with Cardano: 100 videos,65389148,29535526,458,39300,NOT FUNDED,4.76
Fund9,Developer Ecosystem,Enable any webapps to use PRISM,53267747,19073868,369,80500,NOT FUNDED,4.67
Fund9,Developer Ecosystem,Plutus Video Sub for Vietnam Devs,58563187,26341904,318,13900,NOT FUNDED,4.71
Fund9,Developer Ecosystem,App-to-Cardano Wallet Open Protocol,51809795,19976680,297,18400,NOT FUNDED,4.71
Fund9,Developer Ecosystem,WAL-API Identity Wallet Service,49954912,21093326,288,4950,NOT FUNDED,4.73
Fund9,Developer Ecosystem,Plutus for Nigerian Universities,54113867,25410725,326,22500,NOT FUNDED,4.71
Fund9,Developer Ecosystem,Python SDK to Build Health App,49373653,20949136,289,7500,NOT FUNDED,4.55
Fund9,Developer Ecosystem,Kelley: Cardano k8s Operators,51119898,25365688,359,64560,NOT FUNDED,4.63
Fund9,Developer Ecosystem,Transaction Editor post Vasil HF,43921708,18641325,185,7200,NOT FUNDED,4.53
Fund9,Developer Ecosystem,Accelerator: Cardano Startups,51409811,26435295,317,100000,NOT FUNDED,4.62
Fund9,Developer Ecosystem,Marlowe Course for Vietnam Devs,48439301,23998833,273,26900,NOT FUNDED,4.54
Fund9,Developer Ecosystem,Unreal Engine on Cardano Community,43084013,20620344,292,6750,NOT FUNDED,4.55
Fund9,Developer Ecosystem,Cardano Stand @ PROMOTE Conf 2024,35118085,12655689,223,24000,NOT FUNDED,4.67
Fund9,Developer Ecosystem,UTXO Optimizer and Scheduler,42705553,21124467,309,3854,NOT FUNDED,4.62
Fund9,Developer Ecosystem,FT Smart Contracts for Marketplaces,45564879,24625289,239,75000,NOT FUNDED,4.57
Fund9,Developer Ecosystem,MeetProposer-Bright Up Dev's Ideas,47332995,26498333,328,49892,NOT FUNDED,4.76
Fund9,Developer Ecosystem,Accelerator: FT Challenge Startups,42012721,23540266,200,100000,NOT FUNDED,4.55
Fund9,Developer Ecosystem,CardanoPress: Docs for the Builders,37037647,19047322,287,9000,NOT FUNDED,4.37
Fund9,Developer Ecosystem,GIMBALABS TREASURY FOR TUTORS,39628521,22364227,311,8640,NOT FUNDED,4.62
Fund9,Developer Ecosystem,Automated Bug-finding for Plutus,34027232,18506185,208,68200,NOT FUNDED,4.33
Fund9,Developer Ecosystem,CatalystTalk: Grow Vietnamese Devs,38792587,23611598,242,15000,NOT FUNDED,4.49
Fund9,Developer Ecosystem,Developers Hackaton Stories,38496465,23612790,284,5780,NOT FUNDED,4.62
Fund9,Developer Ecosystem,Zero to Haskell: Pre-Plutus Program,33546338,19600263,277,45000,NOT FUNDED,4.45
Fund9,Developer Ecosystem,Wada Academy for Haskell Devs,35225811,22409195,262,48600,NOT FUNDED,4.45
Fund9,Developer Ecosystem,Add Junior Developers to Ecosystem,37598379,25149630,259,31000,NOT FUNDED,4.67
Fund9,Developer Ecosystem,Emursive DApp (Metaverse) Builder,36474128,24170643,205,49190,NOT FUNDED,4.57
Fund9,Developer Ecosystem,Open Standards Library,28928612,17498832,216,14650,NOT FUNDED,4.5
Fund9,Developer Ecosystem,(cardano-go) A Golang package,29196550,18804426,206,21600,NOT FUNDED,4.38
Fund9,Developer Ecosystem,Haskell-Plutus-Atala => French Devs,30759299,20855595,181,21000,NOT FUNDED,4.33
Fund9,Developer Ecosystem,Stake Pool Keys in libcardano,26616363,18593885,182,12800,NOT FUNDED,4.33
Fund9,Developer Ecosystem,Cardano Node on AWS - Quick Start,29608106,21923993,209,16580,NOT FUNDED,4.54
Fund9,Developer Ecosystem,Dandelion Community Service,26053290,19188690,217,23400,NOT FUNDED,4.38
Fund9,Developer Ecosystem,Catalyst Dashboard Innovatio Tribe,33786764,27312739,224,42000,NOT FUNDED,4.59
Fund9,Developer Ecosystem,Rust SDK to Build Health App,30522094,24086171,210,7500,NOT FUNDED,4.5
Fund9,Developer Ecosystem,Automated Cardano Testing Pipeline,24965919,19050014,224,10400,NOT FUNDED,4.33
Fund9,Developer Ecosystem,An open source book on Cardano,31940697,26229752,355,59850,NOT FUNDED,4.57
Fund9,Developer Ecosystem,Catalyst HeartBeat,24807240,20084204,197,9115,NOT FUNDED,4.43
Fund9,Developer Ecosystem,Blockchain Course for Vietnam Devs,28136914,23899108,238,22400,NOT FUNDED,4.43
Fund9,Developer Ecosystem,CardanoHTX Developer Hub,23554211,20505299,168,6980,NOT FUNDED,4.53
Fund9,Developer Ecosystem,Learning token engineering elements,24979414,22579499,166,33400,NOT FUNDED,4.5
Fund9,Developer Ecosystem,Developer Portal - Built on Cardano,22293013,20227149,201,6300,NOT FUNDED,4.21
Fund9,Developer Ecosystem,DCOne Crypto for Developers,21650201,19703652,169,45100,NOT FUNDED,4.33
Fund9,Developer Ecosystem,Rewards for Community Contributors,26293374,24784181,179,29600,NOT FUNDED,4.54
Fund9,Developer Ecosystem,Java SDK to Build Health App,22071057,21125933,223,7500,NOT FUNDED,4.55
Fund9,Developer Ecosystem,Fix Web3 rabbit holes,20623640,20737018,180,61440,NOT FUNDED,4.42
Fund9,Developer Ecosystem,Cardano e-Learning Platform,25537210,25775988,290,180200,NOT FUNDED,4.37
Fund9,Developer Ecosystem,Catalyst Swarm Operations,25124019,25706777,254,41000,NOT FUNDED,4.59
Fund9,Developer Ecosystem,Learn-to-Earn Open Source Tooling,20180995,21550002,203,19440,NOT FUNDED,4.29
Fund9,Developer Ecosystem,Unity Game Engine NFT Plugin,23770644,26842220,257,45000,NOT FUNDED,3.67
Fund9,Developer Ecosystem,Cardano Learn to Earn for Devs,18731663,22516108,205,27500,NOT FUNDED,4.4
Fund9,Developer Ecosystem,Virtual Hackathon for Dev Education,20564572,24407824,183,135000,NOT FUNDED,4.3
Fund9,Developer Ecosystem,ADA Web3 Wallet Integration Package,14408605,18939142,196,7500,NOT FUNDED,3.95
Fund9,Developer Ecosystem,Developers Reward program DEV$,17409265,24524842,190,55000,NOT FUNDED,4.55
Fund9,Developer Ecosystem,Challenge Teams Web Portal - CTWP,15713071,23308726,170,28180,NOT FUNDED,4.43
Fund9,Developer Ecosystem,Making developers into businesses,18654686,26807598,223,16000,NOT FUNDED,4.63
Fund9,Developer Ecosystem,The Developer List,14029327,22281818,155,25500,NOT FUNDED,4.37
Fund9,Developer Ecosystem,Crypto Blockchain Talents Platform,20552481,28868098,224,49500,NOT FUNDED,4.59
Fund9,Developer Ecosystem,Attracting New Developers,14132087,24993622,179,50000,NOT FUNDED,4.09
Fund9,Developer Ecosystem,Onboard Devs with Impactful Events,19061503,30258606,206,13300,NOT FUNDED,4.37
Fund9,Developer Ecosystem,Immigration Documents on Chain Pt.2,8181223,20294687,153,3900,NOT FUNDED,3.9
Fund9,Developer Ecosystem,SToR Token - Web 3.0/smart contract,4839867,21058013,144,25000,NOT FUNDED,3.9
Fund9,Developer Ecosystem,Exhibit Blockchain BIT in RIO 22 BR,8657118,25378708,146,18955,NOT FUNDED,4.11
Fund9,Developer Ecosystem,Dev-focused Learn-and-Earn Quests,6431038,23269077,155,110000,NOT FUNDED,3.92
Fund9,Developer Ecosystem,Katiopa women: The pioneers of DeFi,18922605,36521100,274,21000,NOT FUNDED,4.55
Fund9,Developer Ecosystem,No Code Smart Contract Indexer,13670755,33139191,206,250000,NOT FUNDED,3.52
Fund9,Developer Ecosystem,KodeKlash Hackathon,3644382,23288834,172,80000,NOT FUNDED,3.96
Fund9,Developer Ecosystem,Smart Contract Library - Phase 1,4333719,24469329,158,65900,NOT FUNDED,3.37
Fund9,Developer Ecosystem,Cardapper - YouTube C-Dev Channel,3944400,24251153,161,9900,NOT FUNDED,3.61
Fund9,Developer Ecosystem,Pure-Vue: Vue to PureScript bridge,3528529,24981286,160,120000,NOT FUNDED,3.73
Fund9,Developer Ecosystem,Smart Contract Job Facilitation,3121689,24676343,140,23000,NOT FUNDED,3.67
Fund9,Developer Ecosystem,Technical Resource Pool,2612365,24390908,148,11500,NOT FUNDED,3.63
Fund9,Developer Ecosystem,Asset ScamList,2547999,24369630,149,21000,NOT FUNDED,3.53
Fund9,Developer Ecosystem,Community Consensus Certifications,2514786,24370884,146,9500,NOT FUNDED,3.27
Fund9,Developer Ecosystem,ADA and DRC's mobile money exchange,1656724,23520111,132,30000,NOT FUNDED,3.67
Fund9,Developer Ecosystem,Track Wallets: Notify Mint/Buy NFTs,3505856,25611032,156,47500,NOT FUNDED,4
Fund9,Developer Ecosystem,More Developers on Cardano,2773439,25130640,160,10000,NOT FUNDED,2.93
Fund9,Developer Ecosystem,WALLET ADD-ONS FOR GAME ENGINE,2227268,25577631,163,26825,NOT FUNDED,3.54
Fund9,Developer Ecosystem,Cardano Code Camp - Pay To Learn,5085941,28533856,178,110000,NOT FUNDED,3.22
Fund9,Developer Ecosystem,Community Managed Proposal System,1478006,24954594,145,19500,NOT FUNDED,3.37
Fund9,Developer Ecosystem,Play2Learn2Earn ADA Makerspace Game,1555933,25454848,154,80000,NOT FUNDED,3.33
Fund9,Developer Ecosystem,Rendering and Tokenomics Consultant,2444448,26539787,160,20000,NOT FUNDED,2.78
Fund9,Developer Ecosystem,CNFTacademy Genesis,1639751,27946064,157,15000,NOT FUNDED,3.33
Fund9,Developer Ecosystem,Spend Less Time And Money,1229186,29354158,181,25000,NOT FUNDED,1.95
Fund9,Developer Ecosystem,Catalyst Swarm - After Town Hall,34873641,94107805,271,47000,NOT FUNDED,4.7
Fund9,dRep improvement and onboarding,Catalyst SDK dRep support,269886115,26483826,602,40000,FUNDED,4.43
Fund9,dRep improvement and onboarding,Eastern Hemisphere dRep TownHall,176268309,9376930,462,23060,FUNDED,4.8
Fund9,dRep improvement and onboarding,Support dRep Japan and Vietnam,123170397,6409529,360,14500,FUNDED,4.69
Fund9,dRep improvement and onboarding,dRep tool for non-English speakers,100736294,7738441,335,26500,FUNDED,4.55
Fund9,dRep improvement and onboarding,Underprivileged DREPS Campaigning,91459379,8121869,505,19600,FUNDED,4.94
Fund9,dRep improvement and onboarding,dRep Interview Channel,79105855,11252385,393,16800,FUNDED,4.79
Fund9,dRep improvement and onboarding,Supporting LATAM's dReps,58319532,6459722,276,9980,NOT FUNDED,4.59
Fund9,dRep improvement and onboarding,References for dRep,50016277,8177104,272,15000,NOT FUNDED,4.7
Fund9,dRep improvement and onboarding,dRep Education Book Club,42736515,4717456,271,3750,FUNDED,4.53
Fund9,dRep improvement and onboarding,Training dReps with Cardano4Climate,51880301,15534440,257,6765,NOT FUNDED,4.42
Fund9,dRep improvement and onboarding,DREP Marketing Blitz - Decentralize,40559232,6725558,190,9500,NOT FUNDED,3.8
Fund9,dRep improvement and onboarding,Documentary on Cardano's governance,35276738,4480832,200,12230,NOT FUNDED,3.85
Fund9,dRep improvement and onboarding,Catalyst Streaming Guild,33479202,6272340,227,20000,NOT FUNDED,4.47
Fund9,dRep improvement and onboarding,Create a dReps' Equity Resource Hub,33648058,9149679,247,25000,NOT FUNDED,4.47
Fund9,dRep improvement and onboarding,DReps Open Debate,21734787,6599923,216,7700,NOT FUNDED,4.19
Fund9,dRep improvement and onboarding,dRep Awareness Creation,35001412,20662156,230,11000,NOT FUNDED,4.43
Fund9,dRep improvement and onboarding, Democracy Means Everyone is dRep,23991917,15870923,196,100,FUNDED,1.38
Fund9,dRep improvement and onboarding,Multilingual dRep Resources,28497490,21462750,187,20000,NOT FUNDED,4.04
Fund9,dRep improvement and onboarding,C4S-Educating Seniors as DReps,26485988,21306486,200,7250,NOT FUNDED,4
Fund9,dRep improvement and onboarding,Beyond Text Proposals,12309041,11253597,170,14650,NOT FUNDED,3.47
Fund9,dRep improvement and onboarding,Community Workshop&Travel to France,13618489,15266583,193,8000,NOT FUNDED,3.12
Fund9,dRep improvement and onboarding,Everyone Start With More ,9808583,17776936,196,100,NOT FUNDED,1.12
Fund9,dRep improvement and onboarding,dRep easy find potential proposals,11239951,24785559,164,15000,NOT FUNDED,3.29
Fund9,dRep improvement and onboarding,Condense PA/VPA Into New dRep Role?,9812180,30621090,196,100,NOT FUNDED,1.06
Fund9,dRep improvement and onboarding,Role interaction studies in Cardano,10302346,43794333,195,40000,NOT FUNDED,2.62
Fund9,"Grow Africa, Grow Cardano",Sustainable Coffee to Earn ,188130171,22782832,300,50000,FUNDED,4.25
Fund9,"Grow Africa, Grow Cardano",Cardano Youth Ambassadors,185534153,28178207,865,50000,FUNDED,4.88
Fund9,"Grow Africa, Grow Cardano",Cardano Community Center Cape Town,134221529,28736832,677,100000,FUNDED,4.76
Fund9,"Grow Africa, Grow Cardano",Catalyst Campus Train,130456203,25333472,605,19575,FUNDED,4.83
Fund9,"Grow Africa, Grow Cardano",Opportunity Summit,80165532,6081600,275,3950,FUNDED,4.73
Fund9,"Grow Africa, Grow Cardano",Boosting Cardano In South Africa,98196116,25502077,518,27410,FUNDED,4.76
Fund9,"Grow Africa, Grow Cardano",Nurturing Roots in Africa,100268829,27753730,556,55000,FUNDED,4.76
Fund9,"Grow Africa, Grow Cardano",RemoStart: Africa Job Shadowing,98156581,27812440,412,40000,FUNDED,4.78
Fund9,"Grow Africa, Grow Cardano",MCA: A Model School in SA - Part II,87362470,26449124,443,60000,FUNDED,4.8
Fund9,"Grow Africa, Grow Cardano",Ghana Youth Onboarding Outreach 2,49426908,17277257,229,5500,FUNDED,4.57
Fund9,"Grow Africa, Grow Cardano",Marketing Training for African SPOs,39624390,8097690,159,8000,FUNDED,4.4
Fund9,"Grow Africa, Grow Cardano",Swahili Learn to Earn,52446634,22212097,348,38200,FUNDED,4.72
Fund9,"Grow Africa, Grow Cardano",Cardano Africa SmartFarming DApp,48231524,18243920,203,15000,FUNDED,4.26
Fund9,"Grow Africa, Grow Cardano",Medical Records Ownership Protocol,43357987,16754044,197,22500,FUNDED,4.43
Fund9,"Grow Africa, Grow Cardano",Inspiring Ladies Colloquim,31997528,7080639,227,4456,NOT FUNDED,4.59
Fund9,"Grow Africa, Grow Cardano",Parcel Delivery MVP Testing,29079759,4635469,187,9000,NOT FUNDED,4.33
Fund9,"Grow Africa, Grow Cardano",The Africa Catalyst School,42361198,17922383,272,11680,NOT FUNDED,4.57
Fund9,"Grow Africa, Grow Cardano",Wada Internships->African Students,40163751,17467782,259,26500,NOT FUNDED,4.51
Fund9,"Grow Africa, Grow Cardano",Hackathon and Internship Program,37062830,16078401,224,26000,NOT FUNDED,4.51
Fund9,"Grow Africa, Grow Cardano",Africa Stakepool Alliance,47079323,26186371,334,36910,NOT FUNDED,4.67
Fund9,"Grow Africa, Grow Cardano",TV Series ft. Cardano: awo.AI,39007206,18678541,194,28675,NOT FUNDED,4.5
Fund9,"Grow Africa, Grow Cardano",Scale-up Africas Community Hubs,38940009,19446243,231,19800,NOT FUNDED,4.62
Fund9,"Grow Africa, Grow Cardano",Workshop 4-days in Angola,43110838,24265497,256,22946,NOT FUNDED,4.72
Fund9,"Grow Africa, Grow Cardano",Growing The African Tertiary Sector,40764744,22483247,251,17600,NOT FUNDED,4.7
Fund9,"Grow Africa, Grow Cardano",Cardano4Climate Africa,47332867,32064866,396,14500,NOT FUNDED,4.7
Fund9,"Grow Africa, Grow Cardano",Cardano and Agri Value Chain,36427503,21730514,217,35268,NOT FUNDED,4.47
Fund9,"Grow Africa, Grow Cardano",CatalystCon 22 - Africa Spotlight,33243342,18787130,229,36000,NOT FUNDED,4.47
Fund9,"Grow Africa, Grow Cardano",Healthcare Providers Onboarding,33283090,19252016,254,18000,NOT FUNDED,4.53
Fund9,"Grow Africa, Grow Cardano",Lokole to Grow Africa Grow Cardano,26260440,12956265,181,48129,NOT FUNDED,4.5
Fund9,"Grow Africa, Grow Cardano",Crypto and blockchain adoption,33536085,20489335,158,50000,NOT FUNDED,4.26
Fund9,"Grow Africa, Grow Cardano",Employment Credentials in Tanzania,30190260,17283245,204,24500,NOT FUNDED,4.46
Fund9,"Grow Africa, Grow Cardano",Buy Ada with M-PESA,29143680,17149824,135,41000,NOT FUNDED,3.85
Fund9,"Grow Africa, Grow Cardano",Caricatures 4 Africa,35478247,23532230,203,10500,NOT FUNDED,4.67
Fund9,"Grow Africa, Grow Cardano",The Story Bank,17221778,6440801,128,23090,NOT FUNDED,4.04
Fund9,"Grow Africa, Grow Cardano",Gateway of blockchain-Learn to earn,29222667,18721530,165,4450,FUNDED,4.43
Fund9,"Grow Africa, Grow Cardano",Blockchain Education Masterclass,30325762,20219053,195,26000,NOT FUNDED,4.33
Fund9,"Grow Africa, Grow Cardano",Catalyst Africa Town Hall (CATH),26506880,17914429,207,23800,NOT FUNDED,4.45
Fund9,"Grow Africa, Grow Cardano",Cryptocurrency Exchange,28364846,19868829,159,55000,NOT FUNDED,4.09
Fund9,"Grow Africa, Grow Cardano",Regenerate Yem (Ethiopia),28140006,19980999,194,22600,NOT FUNDED,4.48
Fund9,"Grow Africa, Grow Cardano",Africa Short Films with Cardano,27453023,19504371,145,15960,NOT FUNDED,4
Fund9,"Grow Africa, Grow Cardano",Seniors Ideate,29355777,21594223,239,22212,NOT FUNDED,4.65
Fund9,"Grow Africa, Grow Cardano",Proposal Writing Service,26639049,21580742,198,6600,NOT FUNDED,4.61
Fund9,"Grow Africa, Grow Cardano",East Africa Cardano Innovation Hub,24151977,19178686,152,28400,NOT FUNDED,4.26
Fund9,"Grow Africa, Grow Cardano",Katiopa NFArt - NFCraft Marketplace,31021489,26795193,187,45000,NOT FUNDED,4.67
Fund9,"Grow Africa, Grow Cardano",Dripada: Nigerias Cardano Hub,15141306,11026394,124,10000,NOT FUNDED,2.67
Fund9,"Grow Africa, Grow Cardano",Onboarding Pikes Malawi Community,21537084,17920976,172,13500,NOT FUNDED,4.4
Fund9,"Grow Africa, Grow Cardano",Sub-Sahara Africa (Cardano Mission),9562628,6020386,154,28000,NOT FUNDED,3.83
Fund9,"Grow Africa, Grow Cardano",Ubuntu Informal Biz Credit DApp,21355790,18888641,171,67950,NOT FUNDED,4.44
Fund9,"Grow Africa, Grow Cardano",Powerchain by Lightency,21061912,19500839,149,29500,NOT FUNDED,4.3
Fund9,"Grow Africa, Grow Cardano",CARDANO FRENCH COMMUNITY IN DRC,20623166,19152337,155,9000,NOT FUNDED,4.22
Fund9,"Grow Africa, Grow Cardano",CardanoOutreach - Africa Focus,6261418,5118931,120,4500,NOT FUNDED,3.78
Fund9,"Grow Africa, Grow Cardano",KodiaCoin: Mbongo=>Nzimbu paradigm,22168571,21251433,149,30000,NOT FUNDED,4.47
Fund9,"Grow Africa, Grow Cardano",Investing in Africa,22460653,21719624,173,20000,NOT FUNDED,4.38
Fund9,"Grow Africa, Grow Cardano",Translate Pool Peek Mobile: Swahili,20110654,20196150,126,2400,NOT FUNDED,3.22
Fund9,"Grow Africa, Grow Cardano",Cardano Ladies Hub (CLH),26787344,27208480,231,15500,NOT FUNDED,4.47
Fund9,"Grow Africa, Grow Cardano",Cardano Academy GH,18229946,20363709,136,42820,NOT FUNDED,4.2
Fund9,"Grow Africa, Grow Cardano",Decentralize Impact,17033582,19814645,124,25000,NOT FUNDED,4.12
Fund9,"Grow Africa, Grow Cardano",SSI from ancestral African Lenses,16605809,20053178,149,25000,NOT FUNDED,4.26
Fund9,"Grow Africa, Grow Cardano",Cardano Students Hub,2887603,8035447,121,2500,NOT FUNDED,3.6
Fund9,"Grow Africa, Grow Cardano",COMPLETE African Artist On-Boarding,16147724,21641926,153,20000,NOT FUNDED,4.26
Fund9,"Grow Africa, Grow Cardano",African Ambassador for CNFTs,16507154,23925713,208,40000,NOT FUNDED,3.92
Fund9,"Grow Africa, Grow Cardano",Cardano For Ugandan Universities,11322529,19687665,142,18000,NOT FUNDED,3.88
Fund9,"Grow Africa, Grow Cardano",US-Kenya Based WOT Remittance Chain,1782268,10485053,118,10000,NOT FUNDED,2.61
