Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Category,Ccy,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund11,Cardano Totem V2: Onboarding the world,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/cardano-totem-v2-onboarding-the-world,3.14,299,30140642,15570929,0,30140642,NO,52000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112071,https://app.ideascaleapp.eu/t/UCNZfHO,53,30,28,56.60%,93.33%,3.11,3.17,3.13
Fund11,Cardano UTXO DB Abstraction,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/cardano-utxo-db-abstraction,4.41,434,160022084,16446574,0,160022084,YES,169860,FUNDED,8062088,,Cardano Open Developers,ADA,110478,https://app.ideascaleapp.eu/t/UCNZerH,64,36,30,56.25%,83.33%,4.47,4.47,4.3
Fund11,Cardano Vietnam News,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardano-vietnam-news-05e4e,3.43,282,24420869,19877142,0,24420869,NO,15075,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111627,https://app.ideascaleapp.eu/t/UCNZe97,54,41,38,75.93%,92.68%,3.51,3.4,3.38
Fund11,Cardano Warriors Adventure: Early Access Launch in Epic Games Store And Gamified P2P (Multisig),Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/cardano-warriors-adventure-early-access-launch-in-epic-games-store-and-gamified-p2p-multisig,3.85,421,118958523,25506381,0,118958523,YES,417000,NOT FUNDED,52529,Over Budget,Cardano Use Cases Product,ADA,113837,https://app.ideascaleapp.eu/t/UCNZflL,56,39,34,69.64%,87.18%,4.06,3.99,3.49
Fund11,"Cardano Wieczorową Porą - Spaces, podcasts & YT for Polish Community",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardano-wieczorowa-pora-spaces-podcasts-and-yt-for-polish-community,3.87,207,25998593,11447603,0,25998593,NO,25200,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111436,https://app.ideascaleapp.eu/t/UCNZe6z,58,43,37,74.14%,86.05%,3.87,3.95,3.8
Fund11,Cardano Xcard - Digital Business Card integrated NFT exclusively for Cardano Fans,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/cardano-xcard-digital-business-card-integrated-nft-exclusively-for-cardano-fans,3.73,241,26727082,29908893,0,26727082,NO,89474,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113908,https://app.ideascaleapp.eu/t/UCNZfmV,54,41,35,75.93%,85.37%,3.71,3.82,3.66
Fund11,CARDANO YOUTH FOOTBALLERS ONBOARDING,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardano-youth-footballers-onboarding,3.74,222,27949688,21146590,0,27949688,NO,30000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,110451,https://app.ideascaleapp.eu/t/UCNZeqq,68,50,39,73.53%,78.00%,3.75,3.71,3.75
Fund11,Cardano-Africa French Community,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardano-africa-french-community-0aa6a,4.14,255,48249946,14291345,0,48249946,YES,40000,FUNDED,2427177,,Cardano Open Ecosystem,ADA,110756,https://app.ideascaleapp.eu/t/UCNZevq,68,46,36,67.65%,78.26%,4.17,4.28,3.98
Fund11,Cardano-Catalyst Virtual Career Fair - PRO39,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardano-catalyst-virtual-career-fair-pro39,4.12,266,35478673,13788207,0,35478673,NO,99826,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114395,https://app.ideascaleapp.eu/t/UCNZfuU,49,36,31,73.47%,86.11%,4.27,4.08,4.01
Fund11,Cardano-Powered Blockchain Education Initiative: Bridging Coding Education Gaps in Northern Nigeria,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardano-powered-blockchain-education-initiative-bridging-coding-education-gaps-in-northern-nigeria,3.54,188,22897187,11213966,0,22897187,NO,50778,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111129,https://app.ideascaleapp.eu/t/UCNZe1x,54,30,27,55.56%,90.00%,3.85,3.42,3.36
Fund11,Cardano-Powered Research Odyssey in Africa,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardano-powered-research-odyssey-in-africa,4.19,253,31224805,14470453,0,31224805,NO,79000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113695,https://app.ideascaleapp.eu/t/UCNZfi1,65,48,45,73.85%,93.75%,4.38,4.29,3.89
Fund11,Cardano's DAO Incubator matching Dapps of our ecosystem with companies and organizations that struggle with inefficient structures and entry barriers to suitable Cardano solutions.,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/cardanos-dao-incubator-matching-dapps-of-our-ecosystem-with-companies-and-organizations-that-struggle-with-inefficient-structures-and-entry-barriers-to-suitable-cardano-solutions,4.15,330,47628386,10771667,0,47628386,YES,97250,FUNDED,1534353,,Cardano Use Cases Concept,ADA,110737,https://app.ideascaleapp.eu/t/UCNZevW,50,30,24,60.00%,80.00%,4.27,4.1,4.07
Fund11,Cardano's First Inheritance Protocol - GenWealth,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/cardanos-first-inheritance-protocol-genwealth,4.36,440,63269308,25557128,0,63269308,YES,204710,NOT FUNDED,61676,Over Budget,Cardano Use Cases Solution,ADA,111257,https://app.ideascaleapp.eu/t/UCNZe33,68,51,29,75.00%,56.86%,4.53,4.32,4.24
Fund11,Cardano's impact on the immutability of biomedical data in the healthcare world,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/cardanos-impact-on-the-immutability-of-biomedical-data-in-the-healthcare-world,3.28,355,46164211,18372202,0,46164211,YES,100000,FUNDED,1064353,,Cardano Use Cases Concept,ADA,113065,https://app.ideascaleapp.eu/t/UCNZfXh,43,29,26,67.44%,89.66%,3.97,3.28,2.58
Fund11,Cardano's Learn to Earn: PLAYING LEGO WITH WHITEBOARD,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardanos-learn-to-earn-playing-lego-with-whiteboard,3.71,239,33965226,14701675,0,33965226,NO,57024,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,110085,https://app.ideascaleapp.eu/t/UCNZekq,103,71,40,68.93%,56.34%,3.82,3.67,3.63
Fund11,"Cardano's Market-fit SaaS for decentralized event producing, ticketing and trendy brand experiences; scaling our Fund8-backed multi-chain network for the entertainment industries.",Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/cardanos-market-fit-saas-for-decentralized-event-producing-ticketing-and-trendy-brand-experiences-scaling-our-fund8-backed-multi-chain-network-for-the-entertainment-industries,4.18,268,50920140,12806787,0,50920140,YES,147500,NOT FUNDED,31676,Over Budget,Cardano Use Cases Solution,ADA,110730,https://app.ideascaleapp.eu/t/UCNZevP,60,37,33,61.67%,89.19%,4.29,4.17,4.07
Fund11,Cardano's Premiere Virtual Conference,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardanos-premiere-virtual-conference,3.65,199,21230812,11142298,0,21230812,NO,80000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112609,https://app.ideascaleapp.eu/t/UCNZfQD,45,28,28,62.22%,100.00%,3.89,3.71,3.36
Fund11,"CardanoBR Media: a mechanism for attracting, converting, and leveling users' knowledge about the Cardano Ecosystem by tracking their journey in a Learning Funnel",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardanobr-media-a-mechanism-for-attracting-converting-and-leveling-users-knowledge-about-the-cardano-ecosystem-by-tracking-their-journey-in-a-learning-funnel,3.47,194,14771261,20564067,0,14771261,NO,118512,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113555,https://app.ideascaleapp.eu/t/UCNZfgj,47,30,30,63.83%,100.00%,3.77,3.43,3.2
Fund11,CardanoCodex - On-boarding the next wave of Developers with this innovative Hackathon event - Pan India,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardanocodex-on-boarding-the-next-wave-of-developers-with-this-innovative-hackathon-event-pan-india,4.33,349,100224408,10477668,0,100224408,YES,149167,FUNDED,7699920,,Cardano Open Ecosystem,ADA,114057,https://app.ideascaleapp.eu/t/UCNZfox,49,39,36,79.59%,92.31%,4.42,4.38,4.18
Fund11,CardanoGPT and Plugin: The Cardano developer Co-Pilot tool for effective development and efficient debugging,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/cardanogpt-and-plugin-the-cardano-developer-co-pilot-tool-for-effective-development-and-efficient-debugging,4.41,581,164223884,11058665,0,164223884,YES,170000,FUNDED,8231948,,Cardano Open Developers,ADA,111869,https://app.ideascaleapp.eu/t/UCNZfD5,50,36,30,72.00%,83.33%,4.58,4.35,4.29
Fund11,CardanoJ - Build dApps in Java,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/cardanoj-build-dapps-in-java,4.11,395,109111029,12618515,0,109111029,YES,150000,FUNDED,5914581,,Cardano Open Developers,ADA,111498,https://app.ideascaleapp.eu/t/UCNZe70,63,44,38,69.84%,86.36%,4.18,4.21,3.95
Fund11,CARDANONews,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/cardanonews,2.64,328,37925458,27175205,0,37925458,NO,68000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112673,https://app.ideascaleapp.eu/t/UCNZfRG,57,43,37,75.44%,86.05%,2.84,2.56,2.53
Fund11,"CardanoPress: Security Audits, Improvements & Optimisations",Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/cardanopress-security-audits-improvements-and-optimisations,4.26,443,100431657,17938706,0,100431657,YES,40000,FUNDED,5621724,,Cardano Open Developers,ADA,111932,https://app.ideascaleapp.eu/t/UCNZfE7,67,49,38,73.13%,77.55%,4.22,4.42,4.14
Fund11,CardanoRU: Expanding Cardano's Reach in the Russian Market,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardanoru-expanding-cardanos-reach-in-the-russian-market,3.76,216,35976344,8215709,0,35976344,NO,40000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113655,https://app.ideascaleapp.eu/t/UCNZfiM,55,41,39,74.55%,95.12%,4.1,3.53,3.64
Fund11,Cardanoscan Analytics Charts,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/cardanoscan-analytics-charts,4.12,539,121569375,18030457,0,121569375,YES,44000,FUNDED,52529,,Cardano Use Cases Product,ADA,114271,https://app.ideascaleapp.eu/t/UCNZfsS,75,55,39,73.33%,70.91%,4.25,4.21,3.91
Fund11,Cardanoscan API Javascript SDK,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/cardanoscan-api-javascript-sdk,4.05,635,324821359,14909183,0,324821359,YES,64000,FUNDED,11236000,,Cardano Open Developers,ADA,113151,https://app.ideascaleapp.eu/t/UCNZfY6,53,39,35,73.58%,89.74%,4.12,4.05,3.98
Fund11,Cardanoscan data info bubbles,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardanoscan-data-info-bubbles,3.87,372,88015093,16212442,0,88015093,YES,35000,FUNDED,7014908,,Cardano Open Ecosystem,ADA,113183,https://app.ideascaleapp.eu/t/UCNZfad,55,40,38,72.73%,95.00%,3.8,4.23,3.58
Fund11,"""CardanoStratMark - Strategic Marketing Agency for Proposals and Projects""",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cardanostratmark-strategic-marketing-agency-for-proposals-and-projects,3.45,192,24028448,10779017,0,24028448,NO,100000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113553,https://app.ideascaleapp.eu/t/UCNZfgh,45,30,30,66.67%,100.00%,3.63,3.5,3.23
Fund11,CARDANOTrading,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/cardanotrading,3.08,294,23166921,22523129,0,23166921,NO,68000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,111995,https://app.ideascaleapp.eu/t/UCNZfF9,53,38,35,71.70%,92.11%,3.36,2.91,2.97
Fund11,CARDANOwiki_bot : Encyclopedia of the Cardano ecosystem.,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/cardanowikibot-encyclopedia-of-the-cardano-ecosystem,3.78,269,38114386,15953529,0,38114386,NO,23143,NOT FUNDED,8153,Approval Threshold,Cardano Open Developers,ADA,111991,https://app.ideascaleapp.eu/t/UCNZfF5,51,35,32,68.63%,91.43%,3.82,3.78,3.75
Fund11,CardanoXChange: Next-Gen Cardano Exchange Platform,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/cardanoxchange-next-gen-cardano-exchange-platform,3.24,329,35111260,14562041,0,35111260,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112220,https://app.ideascaleapp.eu/t/UCNZfJq,50,30,26,60.00%,86.67%,3.1,3.46,3.17
Fund11,CareBlock: Empowering secure healthcare transactions by Cardano,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/careblock-empowering-secure-healthcare-transactions-by-cardano,3.78,330,47909277,11167553,0,47909277,YES,100000,FUNDED,1695243,,Cardano Use Cases Concept,ADA,112961,https://app.ideascaleapp.eu/t/UCNZfVz,51,36,31,70.59%,86.11%,4.14,3.58,3.62
Fund11,CareerPRISM: Harnessing Atala PRISM for Next-Gen Recruitment Solutions,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/careerprism-harnessing-atala-prism-for-next-gen-recruitment-solutions-13d30,3.9,316,40429565,13886984,0,40429565,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,111755,https://app.ideascaleapp.eu/t/UCNZfCD,42,28,25,66.67%,89.29%,4,3.9,3.81
Fund11,"Catalyst ""competitor"" study: discover other DAOs and voting mechanisms with the focus on improvements",Catalyst Systems Improvements: Discovery,https://projectcatalyst.io/funds/11/catalyst-systems-improvements-discovery/catalyst-competitor-study-discover-other-daos-and-voting-mechanisms-with-the-focus-on-improvements,3.17,1120,121976836,43371487,0,121976836,YES,19999,FUNDED,96001,,Catalyst Systems Improvements D,ADA,111059,https://app.ideascaleapp.eu/t/UCNZe0o,87,57,31,65.52%,54.39%,3.41,3.21,2.88
Fund11,Catalyst DYOR Tool,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/catalyst-dyor-tool,4,298,61633635,13863152,0,61633635,YES,137667,NOT FUNDED,61676,Over Budget,Cardano Use Cases Solution,ADA,110856,https://app.ideascaleapp.eu/t/UCNZexT,56,38,33,67.86%,86.84%,3.94,4.04,4.02
Fund11,Catalyst Improvement Workshop and improvement recommendations,Catalyst Systems Improvements: Discovery,https://projectcatalyst.io/funds/11/catalyst-systems-improvements-discovery/catalyst-improvement-workshop-and-improvement-recommendations,3.83,1217,155014268,33922868,0,155014268,YES,120000,NOT FUNDED,116000,Over Budget,Catalyst Systems Improvements D,ADA,113397,https://app.ideascaleapp.eu/t/UCNZfd8,70,49,26,70.00%,53.06%,3.99,3.94,3.57
Fund11,"Catalyst Working Groups Research & Scoping Analysis by IOG Catalyst Team, Rare Evo, and Sustainable ADA",Catalyst Systems Improvements: Discovery,https://projectcatalyst.io/funds/11/catalyst-systems-improvements-discovery/catalyst-working-groups-research-and-scoping-analysis-by-iog-catalyst-team-rare-evo-and-sustainable-ada,4.35,1910,423147165,35798256,0,423147165,YES,1000000,FUNDED,1000000,,Catalyst Systems Improvements D,ADA,113181,https://app.ideascaleapp.eu/t/UCNZfab,64,39,28,60.94%,71.79%,4.58,4.44,4.02
Fund11,CatalystTalk for Vietnamese (Phase 2),Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/catalysttalk-for-vietnamese-phase-2,4.29,296,37185172,16747614,0,37185172,NO,16500,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112838,https://app.ideascaleapp.eu/t/UCNZfTy,60,40,33,66.67%,82.50%,4.34,4.34,4.19
Fund11,"CBDC in Ghana, Policy Initiative to Safeguard Crypto Space - Awareness",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/cbdc-in-ghana-policy-initiative-to-safeguard-crypto-space-awareness,3.44,198,27932539,15787679,0,27932539,NO,70000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113797,https://app.ideascaleapp.eu/t/UCNZfkh,54,36,36,66.67%,100.00%,3.61,3.47,3.25
Fund11,CBIA - Add Developer Tool Compatibility Matrix to Cardano Developers Portal,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/cbia-add-developer-tool-compatibility-matrix-to-cardano-developers-portal,4.03,268,56069420,12965829,0,56069420,YES,47750,FUNDED,893253,,Cardano Open Developers,ADA,113302,https://app.ideascaleapp.eu/t/UCNZfca,46,29,28,63.04%,96.55%,4.06,3.8,4.23
Fund11,CBOR Validator Website for Cardano Development,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/cbor-validator-website-for-cardano-development,3.7,289,43531203,16379960,0,43531203,NO,30000,NOT FUNDED,8153,Approval Threshold,Cardano Open Developers,ADA,113625,https://app.ideascaleapp.eu/t/UCNZfhs,57,45,44,78.95%,97.78%,4.04,3.67,3.4
Fund11,"CEROPAPELADA, It aims to transform the way the ADA community handles information.By leveraging blockchain technology and ADA, this project seeks to eliminate the use of paper in favor of efficient digital solutions.",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/ceropapelada-it-aims-to-transform-the-way-the-ada-community-handles-informationby-leveraging-blockchain-technology-and-ada-this-project-seeks-to-eliminate-the-use-of-paper-in-favor-of-efficien-6d9a9,2.67,285,18704541,26065086,0,18704541,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113764,https://app.ideascaleapp.eu/t/UCNZfj9,52,34,33,65.38%,97.06%,3.07,2.47,2.47
Fund11,CertifyCDNO: Cardano Blockchain Certifications for Education & Beyond,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/certifycdno-cardano-blockchain-certifications-for-education-and-beyond,3.5,283,45554164,11525845,0,45554164,YES,17213,FUNDED,1047140,,Cardano Use Cases Concept,ADA,114412,https://app.ideascaleapp.eu/t/UCNZfum,52,38,35,73.08%,92.11%,3.87,3.07,3.57
Fund11,"CHARLI3 - ""pull oracle"" real-time price feeds on request (On Demand Validation service MVP)",Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/charli3-pull-oracle-real-time-price-feeds-on-request-on-demand-validation-service-mvp,4.28,665,236175346,31467288,0,236175346,YES,300000,FUNDED,6997895,,Cardano Use Cases Solution,ADA,114387,https://app.ideascaleapp.eu/t/UCNZfuM,55,40,39,72.73%,97.50%,4.45,4.2,4.18
Fund11,CHARLI3 - Cardano integrated Side-Chain Oracle built on Substrate,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/charli3-cardano-integrated-side-chain-oracle-built-on-substrate,3.92,665,165865942,18336303,0,165865942,YES,100000,FUNDED,6901895,,Cardano Use Cases Concept,ADA,114138,https://app.ideascaleapp.eu/t/UCNZfqH,52,34,30,65.38%,88.24%,4.08,3.91,3.77
Fund11,CHARLI3 - Off-Chain & CNT Price Feeds (Community feed expansion),Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/charli3-off-chain-and-cnt-price-feeds-community-feed-expansion,3.8,531,175221910,39611806,0,175221910,YES,300000,FUNDED,5003911,,Cardano Use Cases Solution,ADA,114130,https://app.ideascaleapp.eu/t/UCNZfp9,42,31,31,73.81%,100.00%,3.97,3.87,3.55
Fund11,CHARLI3 - Open Source Multi-DEX SDK: A Pythonic Gateway to Decentralized Exchanges on Cardano,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/charli3-open-source-multi-dex-sdk-a-pythonic-gateway-to-decentralized-exchanges-on-cardano,4.22,693,232439606,12015118,0,232439606,YES,80000,FUNDED,10462800,,Cardano Open Developers,ADA,113981,https://app.ideascaleapp.eu/t/UCNZfni,43,32,31,74.42%,96.88%,4.56,4.05,4.05
