Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Ccy,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Funding category,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund12,Survey on Decentralized Academic Publishing Needs for Cardano,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/survey-on-decentralized-academic-publishing-needs-for-cardano,3.93,159,10607113,46717986,0,10607113,ADA,NO,75000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123152,https://app.ideascaleapp.eu/t/UCNZiF3,109,58,58,53.21%,100.00%,4.07,3.91,3.81
Fund12,Sustain and Maintain Gimbalabs,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/sustain-and-maintain-gimbalabs,4.54,442,81374326,44789822,0,81374326,ADA,YES,100000,FUNDED,2943233,,Cardano Open Ecosystem,121121,https://app.ideascaleapp.eu/t/UCNZhil,108,67,66,62.04%,98.51%,4.67,4.61,4.35
Fund12,Sustain and Maintain Mesh SDK,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/sustain-and-maintain-mesh-sdk,4.00,382,101077318,84922658,0,101077318,ADA,YES,200000,FUNDED,3234918,,Cardano Open Developers,122471,https://app.ideascaleapp.eu/t/UCNZh4t,111,71,71,63.96%,100.00%,4.17,4.11,3.72
Fund12,Sustainable ADA X Cattle Daddy X Clay Nation = TRIPLE SMASH,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/sustainable-ada-x-cattle-daddy-x-clay-nation-triple-smash,3.62,251,100063859,49092504,0,100063859,ADA,YES,100000,FUNDED,3982040,,Cardano Open Ecosystem,123322,https://app.ideascaleapp.eu/t/UCNZiIq,103,66,66,64.08%,100.00%,3.97,3.61,3.27
Fund12,Tackling Slipagge on Cardano: MAYZ Trustless OTC Smart Contract,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/tackling-slipagge-on-cardano-mayz-trustless-otc-smart-contract,4.04,211,57785685,42068939,0,57785685,ADA,YES,100000,FUNDED,4982411,,Cardano Use Cases Concept,120544,https://app.ideascaleapp.eu/t/UCNZhYI,110,75,75,68.18%,100.00%,4.2,4.15,3.76
Fund12,Tangocrypto: Open Source Minting Platform for NFTs - With Payment Gateway and Wallet integration,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/tangocrypto-open-source-minting-platform-for-nfts-with-payment-gateway-and-wallet-integration,4.21,249,29462415,36042281,0,29462415,ADA,NO,199384,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,122227,https://app.ideascaleapp.eu/t/UCNZh0t,104,58,58,55.77%,100.00%,4.34,4.19,4.09
Fund12,TapTools: API Hackathon,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/taptools-api-hackathon,3.87,457,127122002,48016869,0,127122002,ADA,YES,100000,FUNDED,4433140,,Cardano Open Ecosystem,120015,https://app.ideascaleapp.eu/t/UCNZhPd,115,66,63,57.39%,95.45%,4.11,3.77,3.74
Fund12,TapTools: Cardano Ecosystem Articles,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/taptools-cardano-ecosystem-articles,4.11,462,117754467,53115948,0,117754467,ADA,YES,55000,FUNDED,4378140,,Cardano Open Ecosystem,121043,https://app.ideascaleapp.eu/t/UCNZhhT,121,81,79,66.94%,97.53%,4.09,4.23,4
Fund12,TapTools: Cardano Onboarding Platform,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/taptools-cardano-onboarding-platform,3.59,503,116684382,47046783,0,116684382,ADA,YES,68000,FUNDED,4310140,,Cardano Open Ecosystem,120620,https://app.ideascaleapp.eu/t/UCNZhaX,122,82,80,67.21%,97.56%,3.79,3.54,3.45
Fund12,TapTools: Develop Mobile App for Android and iOS,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/taptools-develop-mobile-app-for-android-and-ios,4.13,695,239874489,39076297,0,239874489,ADA,YES,155000,FUNDED,6526250,,Cardano Use Cases MVP,119966,https://app.ideascaleapp.eu/t/UCNZhOp,119,68,64,57.14%,94.12%,4.31,4.13,3.95
Fund12,TapTools: Enable Free Access to TapTax for All,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/taptools-enable-free-access-to-taptax-for-all,4.11,555,202340680,45188417,0,202340680,ADA,YES,225000,FUNDED,5175250,,Cardano Use Cases MVP,119960,https://app.ideascaleapp.eu/t/UCNZhOj,113,63,59,55.75%,93.65%,4.28,4.17,3.89
Fund12,TapTools: Wallet Fraud Detection,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/taptools-wallet-fraud-detection,4.05,728,159974464,46516663,0,159974464,ADA,YES,190500,FUNDED,1130228,,Cardano Use Cases Product,122866,https://app.ideascaleapp.eu/t/UCNZiBM,126,83,80,65.87%,96.39%,4.29,4.06,3.81
Fund12,"Technical Lecture Series: Full Stack Financial Engineering on Cardano, With a Walk Through the Development of the Mortgage Smart Contract",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/technical-lecture-series-full-stack-financial-engineering-on-cardano-with-a-walk-through-the-development-of-the-mortgage-smart-contract,3.07,169,17640381,49554638,0,17640381,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122774,https://app.ideascaleapp.eu/t/UCNZh9r,118,73,73,61.86%,100.00%,3.49,2.93,2.78
Fund12,Telchar: Plutus blacksmith by TxPipe,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/telchar-plutus-blacksmith-by-txpipe,4.25,471,131972751,42429905,0,131972751,ADA,YES,196250,FUNDED,7492443,,Cardano Open Developers,122656,https://app.ideascaleapp.eu/t/UCNZh7v,114,70,70,61.40%,100.00%,4.39,4.4,3.96
Fund12,"Telegram Alert Bot (token price, wallet tx, burnmint of tokens)",Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/telegram-alert-bot-token-price-wallet-tx-burnmint-of-tokens,3.67,249,59015299,126420622,0,59015299,ADA,YES,180000,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,123592,https://app.ideascaleapp.eu/t/UCNZiNG,117,70,64,59.83%,91.43%,3.95,3.8,3.26
Fund12,Tempi: Professional Web & Landing Page Builder for Web3,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/tempi-professional-web-and-landing-page-builder-for-web3,4.01,227,69614963,46492063,0,69614963,ADA,YES,150000,NOT FUNDED,63006,Over Budget,Cardano Use Cases Product,121680,https://app.ideascaleapp.eu/t/UCNZhrv,114,72,72,63.16%,100.00%,4.14,4.11,3.79
Fund12,"Tempo, Empowering Cardano’s Community Governance",Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/tempo-empowering-cardanos-community-governance,4.08,245,95997266,33703396,0,95997266,ADA,YES,80000,NOT FUNDED,63006,Over Budget,Cardano Use Cases Product,122874,https://app.ideascaleapp.eu/t/UCNZiBU,120,70,68,58.33%,97.14%,4.26,3.9,4.08
Fund12,Tertiary Blockchain Education and Onboarding,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/tertiary-blockchain-education-and-onboarding-ddba2,3.73,154,17478345,46013295,0,17478345,ADA,NO,33050,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120428,https://app.ideascaleapp.eu/t/UCNZhWO,108,72,70,66.67%,97.22%,3.99,3.67,3.54
Fund12,The All-In-One AI-Powered Girolamo Mobile App,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/the-all-in-one-ai-powered-girolamo-mobile-app,3.97,175,22082646,43649228,0,22082646,ADA,NO,89000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,123208,https://app.ideascaleapp.eu/t/UCNZiGy,129,88,86,68.22%,97.73%,4.1,3.85,3.97
Fund12,"The bridge from JAPAN to LATAM, by Token Allies DAO",Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/the-bridge-from-japan-to-latam-by-token-allies-dao,4.04,251,68196539,47387464,0,68196539,ADA,YES,300000,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,122704,https://app.ideascaleapp.eu/t/UCNZh8i,108,65,65,60.19%,100.00%,4.25,3.97,3.91
Fund12,"The Case for Blockchain, Crypto and Decentralized Systems",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-case-for-blockchain-crypto-and-decentralized-systems,2.68,179,16175599,54550278,0,16175599,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123609,https://app.ideascaleapp.eu/t/UCNZiNX,114,78,73,68.42%,93.59%,3.08,2.38,2.59
Fund12,The Crypto Entente: An alliance against fraud and scams,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-crypto-entente-an-alliance-against-fraud-and-scams,4.02,172,23258177,55143159,0,23258177,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121717,https://app.ideascaleapp.eu/t/UCNZhsW,116,65,65,56.03%,100.00%,4.26,4.05,3.75
Fund12,THE EASIEST WAY TO SEND AND RECEIVE CRYPTO (AND FIAT!),Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/the-easiest-way-to-send-and-receive-crypto-and-fiat,4.05,168,15182036,43698153,0,15182036,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121006,https://app.ideascaleapp.eu/t/UCNZhgs,115,76,76,66.09%,100.00%,4.28,3.91,3.97
Fund12,The Future is Cardano - An Advertising Campaign,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-future-is-cardano-an-advertising-campaign,3.81,201,36020331,48984553,0,36020331,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122317,https://app.ideascaleapp.eu/t/UCNZh2M,98,61,61,62.24%,100.00%,4.03,3.82,3.59
Fund12,"The Grand Tour Meets Cardano Center: In Partnership with ByBit, Oli, Cur8 & several others to Onboard, Expand, and Market Across Africa",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-grand-tour-meets-cardano-center-in-partnership-with-bybit-oli-cur8-and-several-others-to-onboard-expand-and-market-across-africa,4.02,198,40512335,101811770,0,40512335,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120471,https://app.ideascaleapp.eu/t/UCNZhW6,106,70,70,66.04%,100.00%,4.21,3.89,3.97
Fund12,The Great Beyond - Season 2 | A Different Kind Of Podcast,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-great-beyond-season-2-or-a-different-kind-of-podcast,4.29,196,34558280,43482118,0,34558280,ADA,NO,38800,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120857,https://app.ideascaleapp.eu/t/UCNZheQ,111,73,72,65.77%,98.63%,4.3,4.39,4.19
Fund12,The Malama Project: Distributed Hawaii Carbon Credits on Cardano,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/the-malama-project-distributed-hawaii-carbon-credits-on-cardano,4.16,167,52038429,113203281,0,52038429,ADA,YES,100000,FUNDED,4094801,,Cardano Use Cases Concept,122928,https://app.ideascaleapp.eu/t/UCNZiCN,108,64,64,59.26%,100.00%,4.38,4.03,4.06
Fund12,The Malama Project: Maui Climate Summit,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-malama-project-maui-climate-summit,3.82,164,20300955,48278613,0,20300955,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122694,https://app.ideascaleapp.eu/t/UCNZh8X,115,71,71,61.74%,100.00%,3.97,3.63,3.86
Fund12,The Malama Project: Oracle Concept for Hawaii Environmental Data,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/the-malama-project-oracle-concept-for-hawaii-environmental-data,4.01,151,43940347,43020554,0,43940347,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123151,https://app.ideascaleapp.eu/t/UCNZiF2,100,65,65,65.00%,100.00%,4.23,3.97,3.83
Fund12,The Smart Bounty API for Fair Reward Distribution Among Developers,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/the-smart-bounty-api-for-fair-reward-distribution-among-developers,3.86,276,38639476,33379133,0,38639476,ADA,NO,180000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,119765,https://app.ideascaleapp.eu/t/UCNZhLW,127,65,62,51.18%,95.38%,3.99,3.91,3.69
Fund12,The social platform that realizes blockchain authentication even in environments without the internet,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/the-social-platform-that-realizes-blockchain-authentication-even-in-environments-without-the-internet,4.04,399,197745711,48639976,0,197745711,ADA,YES,300000,FUNDED,4875250,,Cardano Use Cases MVP,121068,https://app.ideascaleapp.eu/t/UCNZhht,117,75,74,64.10%,98.67%,4.32,4.1,3.71
Fund12,The Unchained Web Event,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-unchained-web-event,3.24,167,11437796,56913370,0,11437796,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,119014,https://app.ideascaleapp.eu/t/UCNZg9D,124,76,71,61.29%,93.42%,3.85,3,2.86
Fund12,The Unchaned Web Antwerp: yearly mini events,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-unchaned-web-antwerp-yearly-mini-events,3.32,161,46911418,56711338,0,46911418,ADA,YES,73000,NOT FUNDED,7598,Over Budget,Cardano Open Ecosystem,119154,https://app.ideascaleapp.eu/t/UCNZhBV,102,60,57,58.82%,95.00%,3.46,3.45,3.06
Fund12,The Universal Encyclopedia of Cardano - ALDEA WIKI Phase 2.0 (English - Portuguese - Spanish),Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-universal-encyclopedia-of-cardano-aldea-wiki-phase-20-english-portuguese-spanish-174b2,4.27,198,19877779,43076279,0,19877779,ADA,NO,35497,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122542,https://app.ideascaleapp.eu/t/UCNZh53,109,68,68,62.39%,100.00%,4.38,4.22,4.21
Fund12,The Untapped Potential of Digital Space (Crypto) for SMS’s Businesses in Northern Ghana,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-untapped-potential-of-digital-space-crypto-for-smss-businesses-in-northern-ghana,3.78,157,16847570,44485446,0,16847570,ADA,NO,30000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123432,https://app.ideascaleapp.eu/t/UCNZiKe,109,62,58,56.88%,93.55%,3.86,3.63,3.85
Fund12,The Visual Cardano: A Guide to Cardano Knowledge Visualization,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/the-visual-cardano-a-guide-to-cardano-knowledge-visualization,4.01,197,15472173,45550987,0,15472173,ADA,NO,33000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121709,https://app.ideascaleapp.eu/t/UCNZhsO,114,78,78,68.42%,100.00%,4.12,4.05,3.85
Fund12,"Title: ""10,000+: Cardano exciting TikTok and educational youtube in Amharic Language""",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/title-10000-cardano-exciting-tiktok-and-educational-youtube-in-amharic-language,3.71,175,17420352,49468166,0,17420352,ADA,NO,85100,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121228,https://app.ideascaleapp.eu/t/UCNZhkV,147,93,91,63.27%,97.85%,4.23,3.39,3.5
Fund12,Token 2049 Side Event: Enterprise-Focused RWA (Real-World Assets) Cardano Event,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/token-2049-side-event-enterprise-focused-rwa-real-world-assets-cardano-event,3.92,206,50967116,43837940,0,50967116,ADA,YES,82000,FUNDED,216126,,Cardano Open Ecosystem,123077,https://app.ideascaleapp.eu/t/UCNZiEp,107,70,69,65.42%,98.57%,4.14,4.01,3.6
Fund12,Token use case with Multi Address wallet based on eUTXO model for social welfare system,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/token-use-case-with-multi-address-wallet-based-on-eutxo-model-for-social-welfare-system,3.41,170,64566715,15890941,0,64566715,ADA,YES,85000,FUNDED,5376057,,Cardano Use Cases Concept,121208,https://app.ideascaleapp.eu/t/UCNZhkB,117,74,73,63.25%,98.65%,4.01,3.31,2.92
Fund12,Token2049 Singapore Rare Social Cardano Event with Media & Marketing - Powered by Rare Network / Rare Evo,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/token2049-singapore-rare-social-cardano-event-with-media-and-marketing-powered-by-rare-network-rare-evo,4.13,254,142820691,43448278,0,142820691,ADA,YES,100000,FUNDED,4733140,,Cardano Open Ecosystem,121390,https://app.ideascaleapp.eu/t/UCNZhnA,118,68,68,57.63%,100.00%,4.22,4.28,3.88
Fund12,Tokenized Alternatives & Bonds: Providing Small Investors Access to Institutional-Grade Finance & the $11 Trillion Private Markets,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/tokenized-alternatives-and-bonds-providing-small-investors-access-to-institutional-grade-finance-and-the-dollar11-trillion-private-markets,4.01,150,10989069,110199630,0,10989069,ADA,NO,99781,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121812,https://app.ideascaleapp.eu/t/UCNZht5,104,65,65,62.50%,100.00%,4.23,3.83,3.98
Fund12,Tokenized Solar PV Ownership on Cardano (RWAs): Renewable Energy Fractions Platform,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/tokenized-solar-pv-ownership-on-cardano-rwas-renewable-energy-fractions-platform,4.10,218,49137498,41729892,0,49137498,ADA,YES,297000,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,120615,https://app.ideascaleapp.eu/t/UCNZhaS,111,79,77,71.17%,97.47%,4.27,3.97,4.05
Fund12,Tokeo & Maestro: Cross-chain swaps via Maya Protocol.,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/tokeo-and-maestro-cross-chain-swaps-via-maya-protocol,4.27,363,140970063,33021749,0,140970063,ADA,YES,440000,NOT FUNDED,270228,Over Budget,Cardano Use Cases Product,123194,https://app.ideascaleapp.eu/t/UCNZiGk,112,72,71,64.29%,98.61%,4.45,4.41,3.96
Fund12,Tokeo Audit & Source Availability,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/tokeo-audit-and-source-availability,3.89,288,87402779,29316229,0,87402779,ADA,YES,180000,NOT FUNDED,63006,Over Budget,Cardano Use Cases Product,123298,https://app.ideascaleapp.eu/t/UCNZiIR,118,78,75,66.10%,96.15%,3.98,4.06,3.64
Fund12,Tongue Swap: A Language Exchange App,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/tongue-swap-a-language-exchange-app,3.89,207,25179253,47704528,0,25179253,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,118656,https://app.ideascaleapp.eu/t/UCNZg3L,248,137,66,55.24%,48.18%,3.98,3.99,3.69
Fund12,Torque Drift 2 in Cardano!,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/torque-drift-2-in-cardano,4.16,261,24760091,81262628,0,24760091,ADA,NO,500000,NOT FUNDED,10306,Approval Threshold,Cardano Use Cases Product,120712,https://app.ideascaleapp.eu/t/UCNZhb3,109,59,57,54.13%,96.61%,4.3,4.35,3.83
Fund12,"Track-and-Trace with Cardano: Growing Accountability, Harvesting Reliability",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/track-and-trace-with-cardano-growing-accountability-harvesting-reliability,3.99,172,39470019,42099995,0,39470019,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122964,https://app.ideascaleapp.eu/t/UCNZiCy,116,79,79,68.10%,100.00%,4.37,3.89,3.7
Fund12,Train taxi drivers in customer service and Cardano Project Catalyst.,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/train-taxi-drivers-in-customer-service-and-cardano-project-catalyst,3.47,173,8750998,49113921,0,8750998,ADA,NO,32200,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121044,https://app.ideascaleapp.eu/t/UCNZhhU,106,63,63,59.43%,100.00%,3.4,3.71,3.3
